"Notes"	"County"	"County Code"	"Gender"	"Gender Code"	"Drug/Alcohol Induced"	"Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Lyon County, KS"	"20111"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	301	34258	878.63	0.01%
	"Lyon County, KS"	"20111"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	280	32343	865.72	0.00%
	"McPherson County, KS"	"20113"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	399	29056	1373.21	0.01%
	"McPherson County, KS"	"20113"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	321	28023	1145.49	0.01%
	"Marion County, KS"	"20115"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	159	11988	1326.33	0.00%
	"Marion County, KS"	"20115"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	174	11846	1468.85	0.00%
	"Marshall County, KS"	"20117"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	143	9760	1465.16	0.00%
	"Marshall County, KS"	"20117"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	144	9669	1489.30	0.00%
	"Meade County, KS"	"20119"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	49	4021	1218.60	0.00%
	"Meade County, KS"	"20119"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	46	4158	1106.30	0.00%
	"Miami County, KS"	"20121"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	276	34118	808.96	0.00%
	"Miami County, KS"	"20121"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	267	33799	789.96	0.00%
	"Mitchell County, KS"	"20123"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	103	6001	1716.38	0.00%
	"Mitchell County, KS"	"20123"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	86	6128	1403.39	0.00%
	"Montgomery County, KS"	"20125"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	414	32227	1284.64	0.01%
	"Montgomery County, KS"	"20125"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	429	31722	1352.37	0.01%
	"Morris County, KS"	"20127"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	71	5564	1276.06	0.00%
	"Morris County, KS"	"20127"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	81	5577	1452.39	0.00%
	"Morton County, KS"	"20129"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	41	2634	1556.57	0.00%
	"Morton County, KS"	"20129"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	48	2620	1832.06	0.00%
	"Nemaha County, KS"	"20131"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	148	10072	1469.42	0.00%
	"Nemaha County, KS"	"20131"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	133	10314	1289.51	0.00%
	"Neosho County, KS"	"20133"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	192	16099	1192.62	0.00%
	"Neosho County, KS"	"20133"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	234	15859	1475.50	0.00%
	"Ness County, KS"	"20135"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	46	2849	1614.60	0.00%
	"Ness County, KS"	"20135"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	45	2741	1641.74	0.00%
	"Norton County, KS"	"20137"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	66	4768	1384.23	0.00%
	"Norton County, KS"	"20137"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	71	6023	1178.81	0.00%
	"Osage County, KS"	"20139"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	171	15910	1074.80	0.00%
	"Osage County, KS"	"20139"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	187	15980	1170.21	0.00%
	"Osborne County, KS"	"20141"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	44	3402	1293.36	0.00%
	"Osborne County, KS"	"20141"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	55	3494	1574.13	0.00%
	"Ottawa County, KS"	"20143"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	52	5535	939.48	0.00%
	"Ottawa County, KS"	"20143"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	71	5971	1189.08	0.00%
	"Pawnee County, KS"	"20145"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	79	5690	1388.40	0.00%
	"Pawnee County, KS"	"20145"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	93	7286	1276.42	0.00%
	"Phillips County, KS"	"20147"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	89	5310	1676.08	0.00%
	"Phillips County, KS"	"20147"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	69	5241	1316.54	0.00%
	"Pottawatomie County, KS"	"20149"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	162	24478	661.82	0.00%
	"Pottawatomie County, KS"	"20149"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	173	24182	715.41	0.00%
	"Pratt County, KS"	"20151"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	139	9352	1486.31	0.00%
	"Pratt County, KS"	"20151"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	107	9190	1164.31	0.00%
	"Rawlins County, KS"	"20153"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	45	2491	1806.50	0.00%
	"Rawlins County, KS"	"20153"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	40	2547	1570.48	0.00%
	"Reno County, KS"	"20155"	"Female"	"F"	"Drug-induced causes"	"D"	14	61882	Unreliable	0.00%
	"Reno County, KS"	"20155"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	692	61882	1118.26	0.01%
	"Reno County, KS"	"20155"	"Male"	"M"	"Drug-induced causes"	"D"	16	62458	Unreliable	0.00%
	"Reno County, KS"	"20155"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	716	62458	1146.37	0.01%
	"Republic County, KS"	"20157"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	83	4687	1770.86	0.00%
	"Republic County, KS"	"20157"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	75	4613	1625.84	0.00%
	"Rice County, KS"	"20159"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	125	9525	1312.34	0.00%
	"Rice County, KS"	"20159"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	119	9543	1246.99	0.00%
	"Riley County, KS"	"20161"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	412	69944	589.04	0.01%
	"Riley County, KS"	"20161"	"Male"	"M"	"Alcohol-induced causes"	"A"	13	77991	Unreliable	0.00%
	"Riley County, KS"	"20161"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	356	77991	456.46	0.01%
	"Rooks County, KS"	"20163"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	75	5117	1465.70	0.00%
	"Rooks County, KS"	"20163"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	68	4816	1411.96	0.00%
	"Rush County, KS"	"20165"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	63	2989	2107.73	0.00%
	"Rush County, KS"	"20165"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	64	3140	2038.22	0.00%
	"Russell County, KS"	"20167"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	102	6982	1460.90	0.00%
	"Russell County, KS"	"20167"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	102	6781	1504.20	0.00%
	"Saline County, KS"	"20169"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	546	54732	997.59	0.01%
	"Saline County, KS"	"20169"	"Male"	"M"	"Drug-induced causes"	"D"	12	53893	Unreliable	0.00%
	"Saline County, KS"	"20169"	"Male"	"M"	"Alcohol-induced causes"	"A"	19	53893	Unreliable	0.00%
	"Saline County, KS"	"20169"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	571	53893	1059.51	0.01%
	"Scott County, KS"	"20171"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	48	4822	995.44	0.00%
	"Scott County, KS"	"20171"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	62	4898	1265.82	0.00%
	"Sedgwick County, KS"	"20173"	"Female"	"F"	"Drug-induced causes"	"D"	79	520575	15.18	0.00%
	"Sedgwick County, KS"	"20173"	"Female"	"F"	"Alcohol-induced causes"	"A"	45	520575	8.64	0.00%
	"Sedgwick County, KS"	"20173"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	4432	520575	851.37	0.08%
	"Sedgwick County, KS"	"20173"	"Male"	"M"	"Drug-induced causes"	"D"	131	509074	25.73	0.00%
	"Sedgwick County, KS"	"20173"	"Male"	"M"	"Alcohol-induced causes"	"A"	99	509074	19.45	0.00%
	"Sedgwick County, KS"	"20173"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	4481	509074	880.23	0.08%
	"Seward County, KS"	"20175"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	142	21192	670.06	0.00%
	"Seward County, KS"	"20175"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	120	22016	545.06	0.00%
	"Shawnee County, KS"	"20177"	"Female"	"F"	"Drug-induced causes"	"D"	20	182827	10.94	0.00%
	"Shawnee County, KS"	"20177"	"Female"	"F"	"Alcohol-induced causes"	"A"	17	182827	Unreliable	0.00%
	"Shawnee County, KS"	"20177"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	1900	182827	1039.23	0.03%
	"Shawnee County, KS"	"20177"	"Male"	"M"	"Drug-induced causes"	"D"	43	171547	25.07	0.00%
	"Shawnee County, KS"	"20177"	"Male"	"M"	"Alcohol-induced causes"	"A"	57	171547	33.23	0.00%
	"Shawnee County, KS"	"20177"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	1974	171547	1150.71	0.03%
	"Sheridan County, KS"	"20179"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	29	2506	1157.22	0.00%
	"Sheridan County, KS"	"20179"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	32	2548	1255.89	0.00%
	"Sherman County, KS"	"20181"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	78	5900	1322.03	0.00%
	"Sherman County, KS"	"20181"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	59	5916	997.30	0.00%
	"Smith County, KS"	"20183"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	56	3590	1559.89	0.00%
	"Smith County, KS"	"20183"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	54	3596	1501.67	0.00%
	"Stafford County, KS"	"20185"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	58	4107	1412.22	0.00%
	"Stafford County, KS"	"20185"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	67	4227	1585.05	0.00%
	"Stanton County, KS"	"20187"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	23	2002	1148.85	0.00%
	"Stanton County, KS"	"20187"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	19	1991	Unreliable	0.00%
	"Stevens County, KS"	"20189"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	40	5590	715.56	0.00%
	"Stevens County, KS"	"20189"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	43	5454	788.41	0.00%
	"Sumner County, KS"	"20191"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	272	22863	1189.70	0.00%
	"Sumner County, KS"	"20191"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	273	22969	1188.56	0.00%
	"Thomas County, KS"	"20193"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	95	7918	1199.80	0.00%
	"Thomas County, KS"	"20193"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	85	7570	1122.85	0.00%
	"Trego County, KS"	"20195"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	45	2752	1635.17	0.00%
	"Trego County, KS"	"20195"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	34	2844	1195.50	0.00%
	"Wabaunsee County, KS"	"20197"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	57	6753	844.07	0.00%
	"Wabaunsee County, KS"	"20197"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	80	7077	1130.42	0.00%
	"Wallace County, KS"	"20199"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	10	1511	Unreliable	0.00%
	"Wallace County, KS"	"20199"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	20	1510	1324.50	0.00%
	"Washington County, KS"	"20201"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	58	5310	1092.28	0.00%
	"Washington County, KS"	"20201"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	79	5516	1432.20	0.00%
	"Wichita County, KS"	"20203"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	21	2054	1022.40	0.00%
	"Wichita County, KS"	"20203"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	22	2170	1013.82	0.00%
	"Wilson County, KS"	"20205"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	111	8679	1278.95	0.00%
	"Wilson County, KS"	"20205"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	115	8511	1351.19	0.00%
	"Woodson County, KS"	"20207"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	36	3144	1145.04	0.00%
	"Woodson County, KS"	"20207"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	53	3177	1668.24	0.00%
	"Wyandotte County, KS"	"20209"	"Female"	"F"	"Drug-induced causes"	"D"	19	166381	Unreliable	0.00%
	"Wyandotte County, KS"	"20209"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	1360	166381	817.40	0.02%
	"Wyandotte County, KS"	"20209"	"Male"	"M"	"Drug-induced causes"	"D"	26	164372	15.82	0.00%
	"Wyandotte County, KS"	"20209"	"Male"	"M"	"Alcohol-induced causes"	"A"	36	164372	21.90	0.00%
	"Wyandotte County, KS"	"20209"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	1460	164372	888.23	0.03%
	"Adair County, KY"	"21001"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	204	19339	1054.86	0.00%
	"Adair County, KY"	"21001"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	214	19078	1121.71	0.00%
	"Allen County, KY"	"21003"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	226	21416	1055.29	0.00%
	"Allen County, KY"	"21003"	"Male"	"M"	"Drug-induced causes"	"D"	11	21021	Unreliable	0.00%
	"Allen County, KY"	"21003"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	256	21021	1217.83	0.00%
	"Anderson County, KY"	"21005"	"Female"	"F"	"Drug-induced causes"	"D"	10	23165	Unreliable	0.00%
	"Anderson County, KY"	"21005"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	210	23165	906.54	0.00%
	"Anderson County, KY"	"21005"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	226	22245	1015.96	0.00%
	"Ballard County, KY"	"21007"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	99	7968	1242.47	0.00%
	"Ballard County, KY"	"21007"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	112	7899	1417.90	0.00%
	"Barren County, KY"	"21009"	"Female"	"F"	"Drug-induced causes"	"D"	10	45654	Unreliable	0.00%
	"Barren County, KY"	"21009"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	523	45654	1145.57	0.01%
	"Barren County, KY"	"21009"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	545	42771	1274.23	0.01%
	"Bath County, KY"	"21011"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	140	12595	1111.55	0.00%
	"Bath County, KY"	"21011"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	171	12288	1391.60	0.00%
	"Bell County, KY"	"21013"	"Female"	"F"	"Drug-induced causes"	"D"	11	26832	Unreliable	0.00%
	"Bell County, KY"	"21013"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	396	26832	1475.85	0.01%
	"Bell County, KY"	"21013"	"Male"	"M"	"Drug-induced causes"	"D"	12	25769	Unreliable	0.00%
	"Bell County, KY"	"21013"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	415	25769	1610.46	0.01%
	"Boone County, KY"	"21015"	"Female"	"F"	"Drug-induced causes"	"D"	25	133789	18.69	0.00%
	"Boone County, KY"	"21015"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	839	133789	627.11	0.01%
	"Boone County, KY"	"21015"	"Male"	"M"	"Drug-induced causes"	"D"	58	131325	44.17	0.00%
	"Boone County, KY"	"21015"	"Male"	"M"	"Alcohol-induced causes"	"A"	20	131325	15.23	0.00%
	"Boone County, KY"	"21015"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	969	131325	737.86	0.02%
	"Bourbon County, KY"	"21017"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	246	20462	1202.23	0.00%
	"Bourbon County, KY"	"21017"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	239	19510	1225.01	0.00%
	"Boyd County, KY"	"21019"	"Female"	"F"	"Drug-induced causes"	"D"	27	47250	57.14	0.00%
	"Boyd County, KY"	"21019"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	598	47250	1265.61	0.01%
	"Boyd County, KY"	"21019"	"Male"	"M"	"Drug-induced causes"	"D"	39	46708	83.50	0.00%
	"Boyd County, KY"	"21019"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	662	46708	1417.32	0.01%
	"Boyle County, KY"	"21021"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	394	30182	1305.41	0.01%
	"Boyle County, KY"	"21021"	"Male"	"M"	"Drug-induced causes"	"D"	10	29978	Unreliable	0.00%
	"Boyle County, KY"	"21021"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	319	29978	1064.11	0.01%
	"Bracken County, KY"	"21023"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	94	8255	1138.70	0.00%
	"Bracken County, KY"	"21023"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	95	8287	1146.37	0.00%
	"Breathitt County, KY"	"21025"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	167	12678	1317.24	0.00%
	"Breathitt County, KY"	"21025"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	225	12678	1774.73	0.00%
	"Breckinridge County, KY"	"21027"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	192	20348	943.58	0.00%
	"Breckinridge County, KY"	"21027"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	246	20517	1199.01	0.00%
	"Bullitt County, KY"	"21029"	"Female"	"F"	"Drug-induced causes"	"D"	28	81844	34.21	0.00%
	"Bullitt County, KY"	"21029"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	614	81844	750.21	0.01%
	"Bullitt County, KY"	"21029"	"Male"	"M"	"Drug-induced causes"	"D"	34	80901	42.03	0.00%
	"Bullitt County, KY"	"21029"	"Male"	"M"	"Alcohol-induced causes"	"A"	16	80901	Unreliable	0.00%
	"Bullitt County, KY"	"21029"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	633	80901	782.44	0.01%
	"Butler County, KY"	"21031"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	178	12779	1392.91	0.00%
	"Butler County, KY"	"21031"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	157	12872	1219.70	0.00%
	"Caldwell County, KY"	"21033"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	180	13144	1369.45	0.00%
	"Caldwell County, KY"	"21033"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	177	12318	1436.92	0.00%
	"Calloway County, KY"	"21035"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	394	40131	981.78	0.01%
	"Calloway County, KY"	"21035"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	428	38005	1126.17	0.01%
	"Campbell County, KY"	"21037"	"Female"	"F"	"Drug-induced causes"	"D"	45	95123	47.31	0.00%
	"Campbell County, KY"	"21037"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	862	95123	906.20	0.02%
	"Campbell County, KY"	"21037"	"Male"	"M"	"Drug-induced causes"	"D"	58	91613	63.31	0.00%
	"Campbell County, KY"	"21037"	"Male"	"M"	"Alcohol-induced causes"	"A"	22	91613	24.01	0.00%
	"Campbell County, KY"	"21037"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	802	91613	875.42	0.01%
	"Carlisle County, KY"	"21039"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	85	4820	1763.49	0.00%
	"Carlisle County, KY"	"21039"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	54	4711	1146.25	0.00%
	"Carroll County, KY"	"21041"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	122	10611	1149.75	0.00%
	"Carroll County, KY"	"21041"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	149	10757	1385.14	0.00%
	"Carter County, KY"	"21043"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	337	27312	1233.89	0.01%
	"Carter County, KY"	"21043"	"Male"	"M"	"Drug-induced causes"	"D"	16	26489	Unreliable	0.00%
	"Carter County, KY"	"21043"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	348	26489	1313.75	0.01%
	"Casey County, KY"	"21045"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	192	16476	1165.33	0.00%
	"Casey County, KY"	"21045"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	186	15571	1194.53	0.00%
	"Christian County, KY"	"21047"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	637	66458	958.50	0.01%
	"Christian County, KY"	"21047"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	641	75674	847.05	0.01%
	"Clark County, KY"	"21049"	"Female"	"F"	"Drug-induced causes"	"D"	14	37106	Unreliable	0.00%
	"Clark County, KY"	"21049"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	410	37106	1104.94	0.01%
	"Clark County, KY"	"21049"	"Male"	"M"	"Drug-induced causes"	"D"	26	35406	73.43	0.00%
	"Clark County, KY"	"21049"	"Male"	"M"	"Alcohol-induced causes"	"A"	11	35406	Unreliable	0.00%
	"Clark County, KY"	"21049"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	446	35406	1259.67	0.01%
	"Clay County, KY"	"21051"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	254	19155	1326.02	0.00%
